Date,Dernier,Ouv., Plus Haut,Plus Bas,Vol.,Variation %,Close,High,Low,Open
29/05/2020,"13,00","13,00","13,00","13,00","13,40K","0,00%",13.0,13.0,13.0,13.0
02/06/2020,"13,00","13,00","13,00","13,00","6,20K","0,00%",13.0,13.0,13.0,13.0
03/06/2020,"13,00","13,00","13,00","13,00","10,15K","0,00%",13.0,13.0,13.0,13.0
04/06/2020,"13,00","13,00","13,00","13,00","14,09K","0,00%",13.0,13.0,13.0,13.0
05/06/2020,"13,00","13,00","13,00","13,00","3,56K","0,00%",13.0,13.0,13.0,13.0
08/06/2020,"13,00","13,00","13,00","13,00","3,01K","0,00%",13.0,13.0,13.0,13.0
09/06/2020,"13,00","13,00","13,00","13,00","10,45K","0,00%",13.0,13.0,13.0,13.0
10/06/2020,"13,00","13,00","13,00","13,00","7,74K","0,00%",13.0,13.0,13.0,13.0
11/06/2020,"13,00","13,00","13,00","13,00","2,16K","0,00%",13.0,13.0,13.0,13.0
12/06/2020,"13,00","13,00","13,00","13,00","10,90K","0,00%",13.0,13.0,13.0,13.0
15/06/2020,"13,00","13,00","13,00","13,00","18,08K","0,00%",13.0,13.0,13.0,13.0
16/06/2020,"13,00","13,00","13,00","13,00","3,20K","0,00%",13.0,13.0,13.0,13.0
17/06/2020,"13,00","13,00","13,00","13,00","2,75K","0,00%",13.0,13.0,13.0,13.0
18/06/2020,"13,00","13,00","13,00","13,00","5,10K","0,00%",13.0,13.0,13.0,13.0
19/06/2020,"13,00","13,00","13,00","13,00","11,15K","0,00%",13.0,13.0,13.0,13.0
22/06/2020,"13,00","13,00","13,00","13,00","5,50K","0,00%",13.0,13.0,13.0,13.0
23/06/2020,"13,00","13,00","13,00","13,00","22,22K","0,00%",13.0,13.0,13.0,13.0
24/06/2020,"13,00","13,00","13,00","13,00","1,63K","0,00%",13.0,13.0,13.0,13.0
25/06/2020,"13,00","13,00","13,00","13,00","0,05K","0,00%",13.0,13.0,13.0,13.0
26/06/2020,"13,00","13,00","13,00","13,00","0,19K","0,00%",13.0,13.0,13.0,13.0
29/06/2020,"13,00","13,00","13,00","13,00","3,00K","0,00%",13.0,13.0,13.0,13.0
30/06/2020,"13,00","13,00","13,00","13,00","2,65K","0,00%",13.0,13.0,13.0,13.0
01/07/2020,"13,00","13,00","13,00","13,00","11,28K","0,00%",13.0,13.0,13.0,13.0
02/07/2020,"13,00","13,00","13,00","13,00","0,10K","0,00%",13.0,13.0,13.0,13.0
03/07/2020,"13,00","13,00","13,00","13,00","10,31K","0,00%",13.0,13.0,13.0,13.0
06/07/2020,"13,00","13,00","13,00","13,00","7,00K","0,00%",13.0,13.0,13.0,13.0
07/07/2020,"13,00","13,00","13,00","13,00","8,60K","0,00%",13.0,13.0,13.0,13.0
08/07/2020,"13,00","13,00","13,00","13,00","2,77K","0,00%",13.0,13.0,13.0,13.0
10/07/2020,"13,00","13,00","13,00","13,00","12,27K","0,00%",13.0,13.0,13.0,13.0
13/07/2020,"13,00","13,00","13,00","13,00","1,16K","0,00%",13.0,13.0,13.0,13.0
14/07/2020,"13,00","13,00","13,00","13,00","1,00K","0,00%",13.0,13.0,13.0,13.0
15/07/2020,"13,00","13,00","13,00","13,00","0,21K","0,00%",13.0,13.0,13.0,13.0
17/07/2020,"13,00","13,00","13,00","13,00","2,80K","0,00%",13.0,13.0,13.0,13.0
20/07/2020,"13,00","13,00","13,00","13,00","1,19K","0,00%",13.0,13.0,13.0,13.0
22/07/2020,"13,00","13,00","13,00","13,00","3,46K","0,00%",13.0,13.0,13.0,13.0
24/07/2020,"13,00","13,00","13,00","13,00","2,03K","0,00%",13.0,13.0,13.0,13.0
27/07/2020,"13,00","13,00","13,00","13,00","6,09K","0,00%",13.0,13.0,13.0,13.0
