Date,Dernier,Ouv., Plus Haut,Plus Bas,Vol.,Variation %,Close,High,Low,Open
16/04/2015,"375,92","375,92","375,92","375,92",,"-0,11%",375.92,375.92,375.92,375.92
17/04/2015,"371,08","371,08","371,08","371,08",,"-1,29%",371.08,371.08,371.08,371.08
20/04/2015,"373,56","373,56","373,56","373,56",,"0,67%",373.56,373.56,373.56,373.56
21/04/2015,"365,94","365,94","365,94","365,94",,"-2,04%",365.94,365.94,365.94,365.94
22/04/2015,"365,93","365,93","365,93","365,93",,"0,00%",365.93,365.93,365.93,365.93
23/04/2015,"365,61","365,61","365,61","365,61",,"-0,09%",365.61,365.61,365.61,365.61
24/04/2015,"365,61","365,61","365,61","365,61",,"0,00%",365.61,365.61,365.61,365.61
27/04/2015,"364,60","364,60","364,60","364,60",,"-0,28%",364.6,364.6,364.6,364.6
28/04/2015,"364,11","364,11","364,11","364,11",,"-0,13%",364.11,364.11,364.11,364.11
29/04/2015,"365,63","365,63","365,63","365,63",,"0,42%",365.63,365.63,365.63,365.63
